frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_1,away_x_14,away_x_15,away_x_16,away_x_17,away_x_18,away_x_19,away_x_2,away_x_20,away_x_25,away_x_3,away_x_4,away_x_6,away_x_7,away_x_8,away_x_9,away_y_1,away_y_14,away_y_15,away_y_16,away_y_17,away_y_18,away_y_19,away_y_2,away_y_20,away_y_25,away_y_3,away_y_4,away_y_6,away_y_7,away_y_8,away_y_9,gk_away,home_x_1,home_x_10,home_x_11,home_x_12,home_x_13,home_x_22,home_x_24,home_x_26,home_x_4,home_x_5,home_x_7,home_x_8,home_x_9,home_y_1,home_y_10,home_y_11,home_y_12,home_y_13,home_y_22,home_y_24,home_y_26,home_y_4,home_y_5,home_y_7,home_y_8,home_y_9,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
68114,10515,63386,35.17,1,6719164,SH,OTB,3870,Kylian Mbappé,10,1,LW,45.49,8.8,47.301,NA,23.055,NA,0.766,44.281,-3.16,15.303,45.92,NA,7.831,36.208,NA,11.656,12.829,NA,5.701,NA,7.704,NA,-28.088,-0.009,-0.237,22.685,10.733,NA,-22.781,10.431,NA,8.645,0.786,NA,1,-34.024,45.311,37.206,NA,14.289,2.829,-2.839,NA,-2.364,-0.442,18.335,22.726,39.316,0.136,9.654,-9.04,NA,7.572,17.703,6.283,NA,-3.116,-13.348,-0.591,12.539,-1.371,1,FALSE,no_data,1,35.15,OTB,TRUE,NA,NA,3870,Kylian Mbappé,NA,NA,S,FALSE,FALSE,C,FALSE
68231,10515,63503,35.24,1,6719174,SH,OTB,113,Olivier Giroud,9,1,CF,41.03,1.57,47.432,NA,23.176,NA,5.568,46.162,5.696,23.086,47.137,NA,25.448,37.259,NA,32.014,17.269,NA,1.744,NA,8.971,NA,-28.456,-0.881,-0.503,19.447,3.065,NA,-11.946,9.232,NA,12.193,-0.357,NA,1,-32.482,48.295,41.009,NA,29.575,10.564,1.997,NA,2.639,4.771,22.877,24.52,40.155,-0.103,7.391,-12.266,NA,10.356,15.808,5.696,NA,-3.55,-14.005,-0.621,11.505,-1.335,1,TRUE,goal_detected,1,35.23,OTB,TRUE,NA,NA,113,Olivier Giroud,NA,NA,S,FALSE,FALSE,O,FALSE
75992,10515,71264,39.55,1,6719538,SH,OTB,1675,Raphael Varane,4,1,RCB,49.62,-4.28,50.161,NA,46.073,NA,44.397,47.249,43.386,44.565,46.807,NA,42.065,41.169,NA,42.076,36.541,NA,0.092,NA,-3.334,NA,4.137,-5.728,-0.874,1.023,1.391,NA,-0.259,-1.239,NA,3.544,-4.616,NA,1,-26.037,43.709,32.758,NA,42.21,29.561,37.729,NA,37.729,28.649,46.7,40.103,45.311,-0.564,11.365,-7.634,NA,4.75,0.385,-1.214,NA,-1.214,0.127,-7.134,-1.585,2.398,1,TRUE,goal_detected,1,39.55,OTB,TRUE,NA,NA,1675,Raphael Varane,NA,NA,V,FALSE,FALSE,O,FALSE
83775,10515,79047,43.88,1,6719841,SH,OTB,13044,Jawad El Yamiq,18,0,LCB,-49.6,-2.06,25,NA,-40.663,NA,-39.969,-41.794,-51.511,-47.283,-30.418,NA,-24.745,-30.634,NA,-46.391,-38.777,NA,0.077,NA,12.293,NA,3.02,-5.359,-4.565,-3.315,6.238,NA,13.484,4.731,NA,6.796,-9.633,NA,1,-52.206,-42.603,-41.236,NA,-46.269,-43.18,-48.394,NA,-50.208,-47.238,-34.508,-48.203,-47.087,-0.208,16.885,-7.481,NA,4.413,-6.102,-5.151,NA,3.431,4.857,8.25,-3.9,1.552,1,FALSE,no_data,1,43.87,OTB,FALSE,NA,NA,13044,Jawad El Yamiq,61,Hugo Lloris,B,FALSE,FALSE,S,FALSE
83951,10515,79223,43.98,1,6719868,SH,OTB,401,Sofiane Boufal,17,0,LW,-33.25,-0.62,25,NA,-34.208,NA,-31.459,-39.431,-42.059,-41.11,-34.052,NA,-20.717,-27.467,NA,-41.442,-30.413,NA,-1.133,NA,8.262,NA,-2.661,-5.939,-6.582,-12.692,5.632,NA,7.081,3.61,NA,2.47,-15.463,NA,1,-50.013,-27.029,-35.178,NA,-37.136,-41.311,-42.359,NA,-44.669,-43.249,-34.408,-39.45,-40.777,-1.3,6.965,-12.053,NA,0.356,-6.146,-2.369,NA,2.88,0.946,11.192,-3.832,-0.77,1,TRUE,goal_detected,1,43.97,OTB,FALSE,NA,NA,401,Sofiane Boufal,NA,NA,V,FALSE,FALSE,O,FALSE
96154,10515,90512,46.93,2,6718991,SH,OTB,1789,Jules Kounde,5,1,RB,-31.32,10.32,48.76,NA,42.295,NA,29.181,40.487,6.476,43.067,44.897,38.497,NA,43.937,NA,29.244,35.498,NA,-2.029,NA,-1.577,NA,-10.014,-3.868,2.804,2.397,4.638,-7.254,NA,9.633,NA,22.531,0.685,NA,1,-25.533,47.855,39.305,NA,15.922,43.44,3.907,NA,3.925,29.075,22.451,30.929,42.354,0.612,6.054,-14.633,NA,7.92,4.596,5.872,NA,-5.86,-10.548,-7.663,-1.378,0.976,1,FALSE,no_data,2,46.9,OTB,TRUE,NA,NA,1789,Jules Kounde,NA,NA,V,FALSE,FALSE,B,FALSE
106471,10515,100829,52.67,2,6719324,SH,OTB,13864,Yahia Attiat-Allah,25,0,LB,43.33,2.49,25,NA,-39.723,NA,-43.92,-7.787,-41.375,-33.674,-11.371,-39.625,NA,-21.521,NA,-40.239,-41.16,NA,1.725,NA,-5.155,NA,-4.28,2.672,0.019,20.575,14.596,-8.281,NA,1.266,NA,24.998,3.211,NA,1,-51.744,-33.364,-41.996,NA,-47.18,-42.023,-50.289,NA,-50.673,-44.827,-44.69,-39.83,-20.384,-0.355,22.32,-4.431,NA,20.832,20.724,15.11,NA,4.878,4.083,-1.314,14.595,-0.616,1,FALSE,no_data,2,52.65,OTB,FALSE,NA,NA,13864,Yahia Attiat-Allah,NA,NA,V,FALSE,FALSE,O,FALSE
107308,10515,101666,53.13,2,6719375,SH,OTB,12586,Sofyan Amrabat,4,0,CM,28.87,5.39,25.157,NA,-27.437,NA,-37.783,-8.91,-34.539,-36.968,-8.121,-35.708,NA,-17.631,NA,-33.665,-28.543,NA,-0.832,NA,-5.19,NA,-15.516,-5.401,-7.318,-2.216,5.034,-20.437,NA,-1.755,NA,15.227,5.23,NA,1,-50.71,-16.558,-33.24,NA,-32.295,-39.036,-40.018,NA,-38.593,-37.999,-33.216,-30.032,-26.85,-0.515,16.871,-15.804,NA,-0.113,7.783,1.823,NA,-9.793,-4.457,-8.432,-4.597,-5.728,1,FALSE,no_data,2,53.1,OTB,FALSE,NA,NA,12586,Sofyan Amrabat,NA,NA,S,FALSE,FALSE,O,FALSE
118826,10515,113262,59.54,2,6719756,SH,OTB,1534,Antoine Griezmann,7,1,AM,-31.35,-1.7,47.869,NA,7.718,NA,-1.751,37.312,-4.323,36.836,36.829,32.038,NA,22.153,NA,30.434,24.003,NA,1.007,NA,-1.471,NA,12.838,0.596,8.816,7.925,3.952,1.547,NA,2.711,NA,14.584,24.306,NA,1,-32.986,34.341,34.781,NA,2.531,0.783,-4.318,NA,-3.44,4.236,29.043,13.867,23.035,1.28,5.753,-9.802,NA,12.362,19.086,7.85,NA,-0.417,-10.833,2.094,4.414,15.295,1,FALSE,no_data,2,59.52,OTB,TRUE,NA,NA,1534,Antoine Griezmann,NA,NA,S,FALSE,FALSE,B,FALSE
134955,10515,129421,68.51,2,6719389,SH,OTB,3870,Kylian Mbappé,10,1,LW,-45.94,5.6,49.967,40.208,36.637,NA,NA,46.575,NA,41.173,47.663,44.906,NA,39.229,NA,29.906,26.098,19.117,-1.697,-6.667,-3.695,NA,NA,-5.926,NA,3.746,-1.498,-10.365,NA,-9.495,NA,17.189,5.434,-7.563,1,-25,44.346,31.859,NA,37.309,19.142,44.653,30.277,44.972,19.56,33.44,42.267,NA,-0.029,-11.391,-22.751,NA,-0.604,8.808,-0.744,-10.504,7.392,-7.892,23.736,-2.598,NA,1,FALSE,no_data,2,68.48,OTB,TRUE,NA,NA,3870,Kylian Mbappé,NA,NA,S,FALSE,FALSE,B,FALSE
139344,10515,133818,70.95,2,6719543,SH,OTB,4712,Marcus Thuram,26,1,LW,-49.62,4.22,50.52,48.068,42.809,NA,NA,47.635,NA,43.462,45.234,42.567,NA,35.644,NA,36.926,35.84,45.831,-2.032,-8.624,4.695,NA,NA,-8.558,NA,1.977,-0.714,-5.491,NA,-1.855,NA,13.07,11.957,-3.587,1,-25,40.736,37.755,NA,31.073,24.902,20.082,39.076,46.771,23.911,27.957,44.47,NA,0.847,7.864,-11.906,NA,1.323,9.234,-0.332,-14.221,-3.969,-2.944,16.855,-6.371,NA,1,FALSE,no_data,2,70.93,OTB,TRUE,NA,NA,4712,Marcus Thuram,NA,NA,S,FALSE,FALSE,O,FALSE
139344,10515,133819,70.95,2,6719543,SH,OTB,4712,Marcus Thuram,26,1,LW,-49.62,4.22,50.52,48.068,42.809,NA,NA,47.635,NA,43.462,45.234,42.567,NA,35.644,NA,36.926,35.84,45.831,-2.032,-8.624,4.695,NA,NA,-8.558,NA,1.977,-0.714,-5.491,NA,-1.855,NA,13.07,11.957,-3.587,1,-25,40.736,37.755,NA,31.073,24.902,20.082,39.076,46.771,23.911,27.957,44.47,NA,0.847,7.864,-11.906,NA,1.323,9.234,-0.332,-14.221,-3.969,-2.944,16.855,-6.371,NA,1,FALSE,no_data,2,70.93,OTB,TRUE,NA,NA,4712,Marcus Thuram,NA,NA,S,FALSE,FALSE,O,FALSE
139344,10515,133820,70.95,2,6719543,SH,OTB,4712,Marcus Thuram,26,1,LW,-49.62,4.22,50.52,48.068,42.809,NA,NA,47.635,NA,43.462,45.234,42.567,NA,35.644,NA,36.926,35.84,45.831,-2.032,-8.624,4.695,NA,NA,-8.558,NA,1.977,-0.714,-5.491,NA,-1.855,NA,13.07,11.957,-3.587,1,-25,40.736,37.755,NA,31.073,24.902,20.082,39.076,46.771,23.911,27.957,44.47,NA,0.847,7.864,-11.906,NA,1.323,9.234,-0.332,-14.221,-3.969,-2.944,16.855,-6.371,NA,1,FALSE,no_data,2,70.93,OTB,TRUE,NA,NA,4712,Marcus Thuram,NA,NA,S,FALSE,FALSE,O,FALSE
139344,10515,133821,70.95,2,6719543,SH,OTB,4712,Marcus Thuram,26,1,LW,-49.62,4.22,50.52,48.068,42.809,NA,NA,47.635,NA,43.462,45.234,42.567,NA,35.644,NA,36.926,35.84,45.831,-2.032,-8.624,4.695,NA,NA,-8.558,NA,1.977,-0.714,-5.491,NA,-1.855,NA,13.07,11.957,-3.587,1,-25,40.736,37.755,NA,31.073,24.902,20.082,39.076,46.771,23.911,27.957,44.47,NA,0.847,7.864,-11.906,NA,1.323,9.234,-0.332,-14.221,-3.969,-2.944,16.855,-6.371,NA,1,FALSE,no_data,2,70.93,OTB,TRUE,NA,NA,4712,Marcus Thuram,NA,NA,S,FALSE,FALSE,O,FALSE
139344,10515,133822,70.95,2,6719543,SH,OTB,4712,Marcus Thuram,26,1,LW,-49.62,4.22,50.52,48.068,42.809,NA,NA,47.635,NA,43.462,45.234,42.567,NA,35.644,NA,36.926,35.84,45.831,-2.032,-8.624,4.695,NA,NA,-8.558,NA,1.977,-0.714,-5.491,NA,-1.855,NA,13.07,11.957,-3.587,1,-25,40.736,37.755,NA,31.073,24.902,20.082,39.076,46.771,23.911,27.957,44.47,NA,0.847,7.864,-11.906,NA,1.323,9.234,-0.332,-14.221,-3.969,-2.944,16.855,-6.371,NA,1,FALSE,no_data,2,70.93,OTB,TRUE,NA,NA,4712,Marcus Thuram,NA,NA,S,FALSE,FALSE,O,FALSE
139344,10515,133823,70.95,2,6719543,SH,OTB,4712,Marcus Thuram,26,1,LW,-49.62,4.22,50.52,48.068,42.809,NA,NA,47.635,NA,43.462,45.234,42.567,NA,35.644,NA,36.926,35.84,45.831,-2.032,-8.624,4.695,NA,NA,-8.558,NA,1.977,-0.714,-5.491,NA,-1.855,NA,13.07,11.957,-3.587,1,-25,40.736,37.755,NA,31.073,24.902,20.082,39.076,46.771,23.911,27.957,44.47,NA,0.847,7.864,-11.906,NA,1.323,9.234,-0.332,-14.221,-3.969,-2.944,16.855,-6.371,NA,1,FALSE,no_data,2,70.93,OTB,TRUE,NA,NA,4712,Marcus Thuram,NA,NA,S,FALSE,FALSE,O,FALSE
139344,10515,133824,70.95,2,6719543,SH,OTB,4712,Marcus Thuram,26,1,LW,-49.62,4.22,50.52,48.068,42.809,NA,NA,47.635,NA,43.462,45.234,42.567,NA,35.644,NA,36.926,35.84,45.831,-2.032,-8.624,4.695,NA,NA,-8.558,NA,1.977,-0.714,-5.491,NA,-1.855,NA,13.07,11.957,-3.587,1,-25,40.736,37.755,NA,31.073,24.902,20.082,39.076,46.771,23.911,27.957,44.47,NA,0.847,7.864,-11.906,NA,1.323,9.234,-0.332,-14.221,-3.969,-2.944,16.855,-6.371,NA,1,FALSE,no_data,2,70.93,OTB,TRUE,NA,NA,4712,Marcus Thuram,NA,NA,S,FALSE,FALSE,O,FALSE
139344,10515,133825,70.95,2,6719543,SH,OTB,4712,Marcus Thuram,26,1,LW,-49.62,4.22,50.52,48.068,42.809,NA,NA,47.635,NA,43.462,45.234,42.567,NA,35.644,NA,36.926,35.84,45.831,-2.032,-8.624,4.695,NA,NA,-8.558,NA,1.977,-0.714,-5.491,NA,-1.855,NA,13.07,11.957,-3.587,1,-25,40.736,37.755,NA,31.073,24.902,20.082,39.076,46.771,23.911,27.957,44.47,NA,0.847,7.864,-11.906,NA,1.323,9.234,-0.332,-14.221,-3.969,-2.944,16.855,-6.371,NA,1,FALSE,no_data,2,70.93,OTB,TRUE,NA,NA,4712,Marcus Thuram,NA,NA,S,FALSE,FALSE,O,FALSE
143966,10515,138447,73.52,2,6719809,SH,OTB,3890,Youssouf Fofana,13,1,CM,-47.66,-9.93,50.748,10.13,42.436,NA,NA,45.756,NA,14.568,43.753,40.727,NA,38.827,NA,40.355,32.583,-2.457,3.821,-6.144,1.88,NA,NA,9.306,NA,24.203,16.384,-5.924,NA,6.986,NA,17.091,16.912,4.913,1,-31.959,42.66,33.155,NA,28.067,5.156,44.46,31.656,-2.829,9.064,13.715,24.232,NA,2.71,3.126,-5.382,NA,10.431,18.573,22.115,21.956,1.442,-7.776,-0.539,7.148,NA,1,TRUE,goal_detected,2,73.48,OTB,TRUE,NA,NA,3890,Youssouf Fofana,NA,NA,S,FALSE,FALSE,O,FALSE
153461,10515,147987,78.8,2,6719147,SH,OTB,3870,Kylian Mbappé,10,1,LW,-43.35,-7.29,49.409,13.118,NA,41.81,NA,45.023,NA,42.068,40.431,43.286,NA,36.948,NA,14.755,37.902,12.287,3.123,-1.355,NA,6.935,NA,5.498,NA,10.229,9.215,-2.12,NA,12.829,NA,16.419,8.038,4.839,1,-25,42.32,NA,43.2,31.038,15.277,9.582,41.017,8.794,23.962,29.473,30.026,NA,2.475,8.803,NA,-3.734,1.73,15.598,7.918,11.718,1.078,-9.556,-3.088,9.418,NA,1,FALSE,no_data,2,78.75,OTB,TRUE,NA,NA,3870,Kylian Mbappé,NA,NA,F,FALSE,FALSE,B,FALSE
153506,10515,148032,78.82,2,6719156,SH,OTB,4194,Randal Kolo Muani,12,1,CF,-49.73,3.68,49.772,13.628,NA,43.759,NA,47.006,NA,43.551,43.56,47.8,NA,36.624,NA,15.9,38.948,12.808,-1.074,-2.126,NA,5.559,NA,4.24,NA,10.364,7.223,-3.238,NA,11.677,NA,15.659,6.311,4.151,1,-25,45.081,NA,49.132,33.357,17.455,11.98,41.671,11.026,25.278,32.561,30.707,NA,2.418,7.378,NA,-4.158,1.131,14.382,6.983,10.642,0.548,-9.137,-3.178,7.361,NA,1,FALSE,no_data,2,78.82,OTB,TRUE,NA,NA,4194,Randal Kolo Muani,1785,Bono,F,FALSE,FALSE,G,TRUE
165755,10515,160281,85.64,2,6719711,SH,OTB,9865,Zakaria Aboukhlal,14,0,RW,41.69,0.92,27.43,-34.776,NA,-30.696,NA,-2.793,NA,-19.349,-5.075,-27.951,NA,-19.351,NA,-37.924,-29.345,-37.412,-1.755,4.82,NA,-15.888,NA,-13.236,NA,14.562,4.217,-29.177,NA,-7.703,NA,20.596,-13.384,0.334,1,-51.52,-16.915,NA,-31.452,-33.072,-40.702,-41.445,-30.13,-43.322,-39.311,-30.927,-36.112,NA,-0.022,-3.39,NA,-26.984,-3.595,1.946,-0.31,11.463,-4.856,-15.259,-16.581,-20.28,NA,1,FALSE,no_data,2,85.63,OTB,FALSE,NA,NA,9865,Zakaria Aboukhlal,NA,NA,S,FALSE,FALSE,O,FALSE
165755,10515,160282,85.64,2,6719711,SH,OTB,9865,Zakaria Aboukhlal,14,0,RW,41.69,0.92,27.43,-34.776,NA,-30.696,NA,-2.793,NA,-19.349,-5.075,-27.951,NA,-19.351,NA,-37.924,-29.345,-37.412,-1.755,4.82,NA,-15.888,NA,-13.236,NA,14.562,4.217,-29.177,NA,-7.703,NA,20.596,-13.384,0.334,1,-51.52,-16.915,NA,-31.452,-33.072,-40.702,-41.445,-30.13,-43.322,-39.311,-30.927,-36.112,NA,-0.022,-3.39,NA,-26.984,-3.595,1.946,-0.31,11.463,-4.856,-15.259,-16.581,-20.28,NA,1,FALSE,no_data,2,85.63,OTB,FALSE,NA,NA,9865,Zakaria Aboukhlal,NA,NA,S,FALSE,FALSE,O,FALSE
165755,10515,160283,85.64,2,6719711,SH,OTB,9865,Zakaria Aboukhlal,14,0,RW,41.69,0.92,27.43,-34.776,NA,-30.696,NA,-2.793,NA,-19.349,-5.075,-27.951,NA,-19.351,NA,-37.924,-29.345,-37.412,-1.755,4.82,NA,-15.888,NA,-13.236,NA,14.562,4.217,-29.177,NA,-7.703,NA,20.596,-13.384,0.334,1,-51.52,-16.915,NA,-31.452,-33.072,-40.702,-41.445,-30.13,-43.322,-39.311,-30.927,-36.112,NA,-0.022,-3.39,NA,-26.984,-3.595,1.946,-0.31,11.463,-4.856,-15.259,-16.581,-20.28,NA,1,FALSE,no_data,2,85.63,OTB,FALSE,NA,NA,9865,Zakaria Aboukhlal,NA,NA,S,FALSE,FALSE,O,FALSE
165755,10515,160284,85.64,2,6719711,SH,OTB,9865,Zakaria Aboukhlal,14,0,RW,41.69,0.92,27.43,-34.776,NA,-30.696,NA,-2.793,NA,-19.349,-5.075,-27.951,NA,-19.351,NA,-37.924,-29.345,-37.412,-1.755,4.82,NA,-15.888,NA,-13.236,NA,14.562,4.217,-29.177,NA,-7.703,NA,20.596,-13.384,0.334,1,-51.52,-16.915,NA,-31.452,-33.072,-40.702,-41.445,-30.13,-43.322,-39.311,-30.927,-36.112,NA,-0.022,-3.39,NA,-26.984,-3.595,1.946,-0.31,11.463,-4.856,-15.259,-16.581,-20.28,NA,1,FALSE,no_data,2,85.63,OTB,FALSE,NA,NA,9865,Zakaria Aboukhlal,NA,NA,S,FALSE,FALSE,O,FALSE
